"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.10","sd.u0","sd.u1","sd.e","true_cluster_means","l2_g.10_bias","l3a_g.10_bias","l4_g.10_bias","g.exchangeable2_g.10_bias","g.exchangeable3_g.10_bias","g.exchangeable4_g.10_bias","g.ar12_g.10_bias","g.ar13_g.10_bias","g.ar14_g.10_bias","g.independence2_g.10_bias","g.independence3_g.10_bias","g.independence4_g.10_bias","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
100,10,"binary","continuous",1,1,0,1.5,0,0,1,FALSE,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1.5,0,0,1,FALSE,0,0,0,0,0,0,0.001,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1.5,0,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1.5,0,0,1,FALSE,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.003,-0.002,-0.002,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1.5,0,0,1,FALSE,-0.128,0.067,0.067,-0.471,0.047,0.047,-0.472,0.049,0.049,-0.526,0.049,0.049,0.971,1,0.976,0.977,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1.5,0,0,1,FALSE,-0.134,0.034,0.034,-0.469,0.019,0.019,-0.474,0.02,0.02,-0.524,0.02,0.02,0.985,1,0.988,0.987,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1.5,0,0,1,FALSE,-0.063,0.032,0.031,-0.461,0.02,0.02,-0.468,0.021,0.021,-0.517,0.021,0.021,0.947,0.994,0.993,0.993,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1.5,0,0,1,FALSE,-0.066,0.022,0.022,-0.463,0.012,0.012,-0.47,0.013,0.013,-0.521,0.013,0.013,0.951,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1.5,0,0,1,FALSE,-0.01,0.029,0.029,-0.454,0.023,0.023,-0.464,0.023,0.023,-0.51,0.023,0.023,0.884,0.764,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1.5,0,0,1,FALSE,-0.027,0.007,0.007,-0.47,0.001,0.001,-0.477,0.002,0.002,-0.529,0.002,0.002,0.853,0.658,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1.5,0,0,1,FALSE,-0.142,0.211,0.205,-1.321,-0.225,-0.225,-1.321,-0.226,-0.226,-1.32,-0.221,-0.221,0.963,0.926,0.987,0.987,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1.5,0,0,1,FALSE,-0.316,0.038,0.038,-1.324,-0.278,-0.278,-1.324,-0.277,-0.277,-1.324,-0.274,-0.274,0.967,0.951,0.99,0.992,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1.5,0,0,1,FALSE,-0.114,0.046,0.047,-1.322,-0.128,-0.128,9801656162993.53,-0.127,-0.127,-1.322,-0.125,-0.125,0.984,0.924,0.989,0.99,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1.5,0,0,1,FALSE,-0.191,0.011,0.011,-1.323,-0.159,-0.159,4019993832565.79,-0.158,-0.158,-1.323,-0.155,-0.155,0.993,0.91,0.995,0.997,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1.5,0,0,1,FALSE,-0.079,0.007,0.007,-1.324,-0.08,-0.08,7436230430538.08,-0.077,-0.077,-1.324,-0.077,-0.077,0.998,0.928,0.952,0.955,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1.5,0,0,1,FALSE,-0.094,0.012,0.012,-1.323,-0.076,-0.076,1983658920390.75,-0.074,-0.074,-1.323,-0.074,-0.074,1,0.905,0.94,0.94,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1.5,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1.5,0,0,1,FALSE,0,0,0,0,0,0,-0.002,-0.001,-0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1.5,0,0,1,FALSE,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1.5,0,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1.5,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1.5,0,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,0,0,1.5,1,0,1,FALSE,0.037,0.015,0.012,-0.226,-0.224,-0.224,-0.225,-0.224,-0.224,-0.22,-0.224,-0.224,0.918,0.908,0.923,0.931,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,0,0,1.5,1,0,1,FALSE,0.032,0.007,0.007,-0.235,-0.235,-0.235,-0.234,-0.235,-0.235,-0.23,-0.235,-0.235,0.897,0.875,0.903,0.906,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,0,0,1.5,1,0,1,FALSE,-0.006,-0.013,-0.013,-0.236,-0.233,-0.233,-0.234,-0.233,-0.233,-0.23,-0.233,-0.233,0.944,0.943,0.937,0.939,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,0,0,1.5,1,0,1,FALSE,-0.003,-0.01,-0.011,-0.246,-0.244,-0.244,-0.244,-0.244,-0.244,-0.241,-0.244,-0.244,0.959,0.978,0.975,0.969,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,0,0,1.5,1,0,1,FALSE,-0.002,-0.004,-0.004,-0.244,-0.241,-0.241,-0.242,-0.241,-0.241,-0.241,-0.241,-0.241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,0,0,1.5,1,0,1,FALSE,0.002,0,0,-0.241,-0.239,-0.239,-0.239,-0.238,-0.238,-0.237,-0.239,-0.239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,0,0,1.5,1,0,1,FALSE,0.016,0.013,0.013,-0.293,-0.211,-0.211,-0.291,-0.21,-0.21,-0.293,-0.211,-0.211,0.966,0.949,0.951,0.959,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,0,0,1.5,1,0,1,FALSE,0.004,0.001,0.001,-0.304,-0.224,-0.224,-0.305,-0.224,-0.224,-0.305,-0.224,-0.224,0.952,0.953,0.949,0.951,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,0,0,1.5,1,0,1,FALSE,0.003,0.001,0.002,-0.264,-0.22,-0.22,-0.264,-0.22,-0.22,-0.264,-0.22,-0.22,0.953,0.96,0.928,0.937,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,0,0,1.5,1,0,1,FALSE,0.005,0.004,0.004,-0.265,-0.223,-0.223,-0.265,-0.223,-0.223,-0.266,-0.223,-0.223,0.988,0.993,0.969,0.974,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,0,0,1.5,1,0,1,FALSE,0.004,0.004,0.004,-0.247,-0.223,-0.223,-0.247,-0.223,-0.223,-0.247,-0.224,-0.224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,0,0,1.5,1,0,1,FALSE,0.003,0.003,0.003,-0.25,-0.228,-0.228,-0.25,-0.228,-0.228,-0.25,-0.228,-0.228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,0,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,0,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,0,0,1.5,1,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,0,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,0,0,1.5,1,0,1,FALSE,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.002,-0.002,-0.002,-0.003,-0.003,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,0,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.059,0.019,0.017,-0.227,-0.224,-0.224,-0.227,-0.225,-0.225,-0.22,-0.224,-0.224,0.92,0.891,0.92,0.918,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.047,0.008,0.009,-0.242,-0.24,-0.24,-0.242,-0.242,-0.242,-0.235,-0.24,-0.24,0.885,0.861,0.89,0.891,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.006,-0.013,-0.011,-0.24,-0.237,-0.237,-0.238,-0.237,-0.237,-0.23,-0.237,-0.237,0.943,0.959,0.932,0.942,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.006,-0.015,-0.016,-0.248,-0.246,-0.246,-0.244,-0.245,-0.245,-0.238,-0.245,-0.245,0.944,0.975,0.957,0.957,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.006,-0.003,-0.003,-0.245,-0.24,-0.24,-0.241,-0.24,-0.24,-0.233,-0.24,-0.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.006,-0.003,-0.003,-0.247,-0.243,-0.243,-0.243,-0.243,-0.243,-0.236,-0.243,-0.243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,-0.002,-0.001,-0.001,-0.545,-0.209,-0.209,-0.547,-0.209,-0.209,-0.545,-0.208,-0.208,0.987,1,0.985,0.987,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,-0.003,-0.005,-0.005,-0.547,-0.218,-0.218,-0.546,-0.217,-0.217,-0.548,-0.217,-0.217,0.997,1,0.995,0.997,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,0.013,0.009,0.009,-0.521,-0.211,-0.211,-0.523,-0.211,-0.211,-0.522,-0.21,-0.21,0.96,0.958,0.959,0.962,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,0.005,0.002,0.002,-0.528,-0.217,-0.217,-0.528,-0.216,-0.216,-0.529,-0.216,-0.216,0.982,0.987,0.992,0.99,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,0.005,0.001,0.001,-0.513,-0.214,-0.214,-0.511,-0.212,-0.212,-0.513,-0.212,-0.212,0.993,1,0.921,0.92,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,0.004,0.002,0.002,-0.513,-0.216,-0.216,-0.513,-0.214,-0.214,-0.513,-0.214,-0.214,1,1,0.965,0.965,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,-0.001,-0.001,-0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.001,0.001,0.001,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.07,0.006,0.003,-0.242,-0.237,-0.237,-0.245,-0.24,-0.24,-0.233,-0.237,-0.237,0.894,0.861,0.908,0.921,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.088,0.013,0.013,-0.24,-0.236,-0.236,-0.239,-0.237,-0.237,-0.231,-0.236,-0.236,0.878,0.797,0.87,0.889,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.039,-0.005,-0.002,-0.235,-0.229,-0.229,-0.23,-0.228,-0.228,-0.219,-0.229,-0.229,0.916,0.975,0.922,0.936,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.028,-0.015,-0.014,-0.254,-0.248,-0.248,-0.25,-0.247,-0.247,-0.239,-0.247,-0.247,0.96,0.998,0.953,0.957,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.013,-0.01,-0.01,-0.254,-0.245,-0.245,-0.248,-0.245,-0.245,-0.233,-0.244,-0.244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.023,0,0,-0.249,-0.24,-0.24,-0.245,-0.242,-0.242,-0.228,-0.24,-0.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.074,0.032,0.032,-1.012,-0.167,-0.167,-1.011,-0.165,-0.165,-1.012,-0.166,-0.166,0.991,0.995,0.989,0.991,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.082,0.016,0.016,-1.011,-0.181,-0.181,-1.009,-0.18,-0.18,-1.011,-0.18,-0.18,0.999,0.995,0.998,0.998,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.022,0.014,0.014,-1.008,-0.186,-0.186,191846262626.568,-0.185,-0.185,-1.007,-0.181,-0.181,0.997,0.963,0.998,0.997,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.034,0,0,-1.011,-0.196,-0.196,-1.011,-0.194,-0.194,-1.011,-0.193,-0.193,0.999,0.993,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.039,0.002,0.002,-1.009,-0.197,-0.197,126205241543978,-0.193,-0.193,-1.009,-0.192,-0.192,0.984,0.749,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.02,0.009,0.009,-1.008,-0.193,-0.193,99672513055084.8,-0.19,-0.19,-1.008,-0.188,-0.188,1,0.829,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.004,0.004,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.001,0.001,0.001,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.008,-0.008,-0.008,-0.004,-0.004,-0.004,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.001,-0.001,-0.001,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.041,0.005,0.004,-0.241,-0.208,-0.208,-0.242,-0.21,-0.21,-0.236,-0.207,-0.207,0.971,0.971,0.973,0.974,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.021,-0.013,-0.013,-0.251,-0.22,-0.22,-0.249,-0.219,-0.219,-0.248,-0.22,-0.22,0.995,0.995,0.996,0.995,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.021,0.014,0.013,-0.246,-0.212,-0.212,-0.24,-0.209,-0.209,-0.238,-0.212,-0.212,0.717,0.632,0.8,0.813,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.019,0.018,0.02,-0.247,-0.215,-0.215,-0.245,-0.215,-0.215,-0.239,-0.215,-0.215,0.678,0.478,0.796,0.79,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.001,-0.008,-0.008,-0.257,-0.222,-0.222,-0.251,-0.221,-0.221,-0.246,-0.221,-0.221,1,1,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1.5,1,0,1,FALSE,0.002,-0.007,-0.007,-0.259,-0.224,-0.224,-0.255,-0.225,-0.225,-0.248,-0.224,-0.224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,0,0.018,0.018,-0.745,-0.214,-0.214,-0.746,-0.214,-0.214,-0.745,-0.212,-0.212,0.997,1,0.994,0.993,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,-0.016,0.001,0.001,-0.756,-0.233,-0.233,-0.757,-0.233,-0.233,-0.756,-0.232,-0.232,1,1,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,0.009,0.012,0.012,-0.741,-0.213,-0.213,-0.743,-0.213,-0.213,-0.741,-0.211,-0.211,1,1,0.993,0.994,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,0,0.003,0.003,-0.747,-0.223,-0.223,-0.746,-0.221,-0.221,-0.747,-0.221,-0.221,1,1,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,-0.006,0.01,0.01,-0.735,-0.214,-0.214,-0.736,-0.211,-0.211,-0.735,-0.209,-0.209,0.59,0.926,0.94,0.93,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,-0.003,0.003,0.003,-0.738,-0.217,-0.217,-0.738,-0.214,-0.214,-0.738,-0.213,-0.213,0.452,0.961,0.978,0.976,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,0,0,0,0,0,0,-0.001,-0.001,-0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.113,0.023,0.022,-0.263,-0.191,-0.191,-0.265,-0.191,-0.191,-0.262,-0.19,-0.19,0.994,0.986,0.993,0.994,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.074,-0.008,-0.008,-0.283,-0.215,-0.215,-0.285,-0.216,-0.216,-0.282,-0.214,-0.214,0.992,0.999,0.995,0.995,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.04,-0.009,-0.008,-0.301,-0.225,-0.225,-0.301,-0.225,-0.225,-0.292,-0.224,-0.224,0.916,0.682,0.954,0.953,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.036,-0.008,-0.008,-0.298,-0.224,-0.224,-0.296,-0.224,-0.224,-0.289,-0.223,-0.223,0.957,0.543,0.985,0.984,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.038,0.001,0.004,-0.288,-0.209,-0.209,-0.286,-0.209,-0.209,-0.273,-0.208,-0.208,0.98,1,0.915,0.891,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.028,-0.005,-0.005,-0.299,-0.219,-0.219,-0.294,-0.218,-0.218,-0.285,-0.218,-0.218,1,1,0.935,0.937,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.201,0.05,0.05,-1.19,-0.187,-0.187,-1.19,-0.189,-0.189,-1.19,-0.184,-0.184,0.992,0.893,0.991,0.989,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.229,0.022,0.022,-1.192,-0.204,-0.204,-1.192,-0.204,-0.204,-1.192,-0.202,-0.202,0.998,0.807,0.998,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.088,0.031,0.031,-1.186,-0.181,-0.181,19128065975111.7,-0.177,-0.177,-1.186,-0.176,-0.176,0.997,0.783,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.109,0.014,0.014,-1.192,-0.2,-0.2,17280042762271.3,-0.198,-0.198,-1.192,-0.197,-0.197,1,0.744,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.044,0.011,0.011,-1.186,-0.187,-0.187,73320483900701,-0.183,-0.183,-1.186,-0.182,-0.182,1,0.868,0.992,0.992,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.054,-0.001,-0.001,-1.19,-0.201,-0.201,24295117422018.9,-0.197,-0.197,-1.19,-0.196,-0.196,1,0.911,1,0.999,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.004,-0.003,-0.003,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,-0.002,-0.001,-0.001,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,-0.001,-0.001,-0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,0,0,0,0,0,0,-0.002,-0.002,-0.002,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1.5,1,0,1,FALSE,-0.031,0.003,0.003,-0.325,-0.162,-0.162,-0.328,-0.162,-0.162,-0.341,-0.159,-0.159,0.994,0.999,0.996,0.995,1,1,1,1,1,1,1,1,1,1,1
